
 ,08/25/2017,17 - 38 - 42 - 51 - 65,11,5,$37 Million,Roll
 ,08/22/2017,24 - 35 - 46 - 50 - 51,7,4,$25 Million,Roll
 ,08/18/2017,1 - 31 - 34 - 40 - 75,6,3,$20 Million,Roll
 ,08/15/2017,7 - 16 - 20 - 66 - 73,7,2,$15 Million,Roll
 ,08/11/2017,23 - 33 - 53 - 56 - 58,6,5,$393 Million,Out of State Winner
 ,08/08/2017,11 - 17 - 50 - 52 - 74,14,2,$350 Million,Roll
 ,08/04/2017,9 - 17 - 25 - 63 - 71,4,5,$323 Million,Roll
 ,08/01/2017,20 - 22 - 52 - 57 - 73,7,5,$303 Million,Roll
 ,07/28/2017,4 - 6 - 31 - 49 - 52,11,3,$282 Million,Roll
 ,07/25/2017,2 - 5 - 26 - 58 - 60,6,3,$262 Million,Roll
 ,07/21/2017,18 - 31 - 36 - 50 - 74,10,4,$248 Million,Roll
 ,07/18/2017,8 - 12 - 23 - 51 - 73,6,4,$232 Million,Roll
 ,07/14/2017,11 - 12 - 24 - 32 - 73,1,4,$217 Million,Roll
 ,07/11/2017,7 - 18 - 24 - 55 - 74,10,2,$202 Million,Roll
 ,07/07/2017,2 - 9 - 11 - 28 - 60,10,5,$186 Million,Roll
 ,07/04/2017,16 - 39 - 47 - 53 - 71,15,4,$172 Million,Roll
 ,06/30/2017,10 - 38 - 51 - 55 - 64,6,5,$158 Million,Roll
 ,06/27/2017,4 - 21 - 45 - 52 - 57,14,4,$145 Million,Roll
 ,06/23/2017,12 - 20 - 53 - 66 - 74,11,2,$134 Million,Roll
 ,06/20/2017,2 - 15 - 41 - 49 - 63,3,3,$123 Million,Roll
 ,06/16/2017,18 - 22 - 26 - 30 - 44,9,5,$113 Million,Roll
 ,06/13/2017,27 - 51 - 62 - 68 - 75,8,3,$101 Million,Roll
 ,06/09/2017,3 - 16 - 28 - 33 - 37,9,5,$90 Million,Roll
 ,06/06/2017,3 - 5 - 16 - 49 - 75,5,3,$80 Million,Roll
 ,06/02/2017,7 - 42 - 57 - 69 - 72,10,3,$74 Million,Roll
 ,05/30/2017,5 - 20 - 32 - 37 - 67,5,5,$65 Million,Roll
 ,05/26/2017,25 - 26 - 28 - 37 - 56,5,3,$58 Million,Roll
 ,05/23/2017,6 - 13 - 17 - 33 - 60,14,2,$50 Million,Roll
 ,05/19/2017,1 - 4 - 5 - 24 - 30,1,3,$43 Million,Roll
 ,05/16/2017,4 - 35 - 39 - 56 - 72,11,5,$36 Million,Roll
 ,05/12/2017,28 - 34 - 41 - 42 - 47,13,4,$30 Million,Roll
 ,05/09/2017,6 - 29 - 45 - 69 - 73,11,5,$25 Million,Roll
 ,05/05/2017,4 - 23 - 33 - 47 - 53,7,4,$20 Million,Roll
 ,05/02/2017,5 - 14 - 42 - 43 - 58,1,4,$15 Million,Roll
 ,04/28/2017,6 - 13 - 18 - 20 - 31,13,4,$61 Million,Out of State Winner
 ,04/25/2017,3 - 13 - 33 - 40 - 50,2,4,$52 Million,Roll
 ,04/21/2017,1 - 12 - 13 - 32 - 34,10,2,$45 Million,Roll
 ,04/18/2017,8 - 29 - 30 - 43 - 64,6,3,$37 Million,Roll
 ,04/14/2017,5 - 10 - 55 - 60 - 73,12,5,$30 Million,Roll
 ,04/11/2017,19 - 34 - 35 - 38 - 49,8,5,$25 Million,Roll
 ,04/07/2017,30 - 33 - 43 - 47 - 69,15,5,$20 Million,Roll
 ,04/04/2017,13 - 24 - 34 - 35 - 55,9,5,$15 Million,Roll
 ,03/31/2017,17 - 24 - 27 - 32 - 58,10,3,$174 Million,Out of State Winner
 ,03/28/2017,30 - 33 - 35 - 37 - 46,10,5,$162 Million,Roll
 ,03/24/2017,5 - 28 - 37 - 61 - 69,1,5,$151 Million,Roll
 ,03/21/2017,4 - 45 - 53 - 73 - 75,7,3,$140 Million,Roll
 ,03/17/2017,11 - 27 - 31 - 58 - 60,10,4,$131 Million,Roll
 ,03/14/2017,16 - 23 - 28 - 33 - 59,13,3,$119 Million,Roll
 ,03/10/2017,26 - 38 - 42 - 58 - 70,5,5,$106 Million,Roll
 ,03/07/2017,3 - 30 - 45 - 53 - 68,11,3,$94 Million,Roll
 ,03/03/2017,14 - 26 - 39 - 48 - 51,9,5,$83 Million,Roll
 ,02/28/2017,20 - 33 - 45 - 58 - 69,4,2,$73 Million,Roll
 ,02/24/2017,12 - 29 - 33 - 42 - 68,14,3,$64 Million,Roll
 ,02/21/2017,9 - 21 - 30 - 32 - 75,9,5,$55 Million,Roll
 ,02/17/2017,4 - 56 - 58 - 67 - 75,8,5,$46 Million,Roll
 ,02/14/2017,7 - 11 - 33 - 60 - 68,15,5,$38 Million,Roll
 ,02/10/2017,32 - 39 - 51 - 62 - 75,14,5,$30 Million,Roll
 ,02/07/2017,23 - 28 - 37 - 56 - 71,12,5,$25 Million,Roll
 ,02/03/2017,3 - 6 - 29 - 30 - 64,3,5,$20 Million,Roll
 ,01/31/2017,3 - 14 - 27 - 62 - 72,4,3,$15 Million,Roll
 ,01/27/2017,17 - 37 - 53 - 54 - 61,8,3,$188 Million,Out of State Winner
 ,01/24/2017,8 - 42 - 54 - 63 - 67,11,4,$177 Million,Roll
 ,01/20/2017,7 - 9 - 24 - 41 - 53,14,3,$162 Million,Roll
 ,01/17/2017,20 - 31 - 54 - 56 - 59,3,5,$150 Million,Roll
 ,01/13/2017,10 - 44 - 58 - 74 - 75,11,3,$137 Million,Roll
 ,01/10/2017,11 - 20 - 40 - 41 - 59,15,5,$126 Million,Roll
 ,01/06/2017,6 - 10 - 44 - 47 - 54,6,5,$117 Million,Roll
 ,01/03/2017,14 - 16 - 23 - 49 - 53,12,2,$105 Million,Roll
 ,12/30/2016,6 - 21 - 33 - 39 - 43,2,2,$96 Million,Roll
 ,12/27/2016,2 - 28 - 30 - 38 - 39,11,4,$85 Million,Roll
 ,12/23/2016,21 - 30 - 39 - 60 - 69,15,5,$76 Million,Roll
 ,12/20/2016,1 - 12 - 14 - 48 - 65,2,5,$67 Million,Roll
 ,12/16/2016,1 - 8 - 15 - 36 - 43,6,5,$59 Million,Roll
 ,12/13/2016,2 - 15 - 26 - 34 - 41,14,5,$51 Million,Roll
 ,12/09/2016,19 - 27 - 47 - 67 - 68,1,5,$43 Million,Roll
 ,12/06/2016,13 - 34 - 48 - 53 - 63,12,4,$35 Million,Roll
 ,12/02/2016,3 - 33 - 35 - 49 - 51,1,2,$30 Million,Roll
 ,11/29/2016,22 - 33 - 49 - 51 - 59,8,4,$25 Million,Roll
 ,11/25/2016,44 - 47 - 49 - 69 - 75,10,3,$20 Million,Roll
 ,11/22/2016,1 - 43 - 45 - 66 - 69,7,5,$15 Million,Roll
 ,11/18/2016,31 - 32 - 49 - 55 - 58,15,5,$82 Million,Out of State Winner
 ,11/15/2016,9 - 17 - 23 - 57 - 71,6,3,$73 Million,Roll
 ,11/11/2016,16 - 40 - 47 - 53 - 59,11,5,$65 Million,Roll
 ,11/08/2016,46 - 48 - 53 - 61 - 74,12,4,$54 Million,Roll
 ,11/04/2016,10 - 29 - 32 - 44 - 46,10,3,$47 Million,Roll
 ,11/01/2016,19 - 24 - 31 - 39 - 45,13,2,$40 Million,Roll
 ,10/28/2016,7 - 38 - 46 - 57 - 66,2,5,$35 Million,Roll
 ,10/25/2016,8 - 9 - 24 - 49 - 67,13,3,$30 Million,Roll
 ,10/21/2016,12 - 43 - 44 - 48 - 66,3,4,$25 Million,Roll
 ,10/18/2016,7 - 24 - 28 - 65 - 74,1,2,$20 Million,Roll
 ,10/14/2016,7 - 27 - 60 - 64 - 74,5,3,$15 Million,Roll
 ,10/11/2016,36 - 39 - 42 - 45 - 48,3,2,$49 Million,1
CVO,10/07/2016,24 - 37 - 42 - 50 - 65,14,2,$41 Million,Roll
 ,10/04/2016,18 - 29 - 30 - 54 - 66,1,5,$35 Million,Roll
 ,09/30/2016,21 - 30 - 47 - 50 - 57,9,5,$30 Million,Roll
 ,09/27/2016,14 - 16 - 26 - 53 - 72,4,4,$25 Million,Roll
 ,09/23/2016,1 - 5 - 8 - 25 - 62,14,3,$20 Million,Roll
 ,09/20/2016,2 - 22 - 34 - 62 - 72,2,5,$15 Million,Roll
 ,09/16/2016,13 - 21 - 28 - 34 - 40,15,3,$133 Million,Out of State Winner
 ,09/13/2016,6 - 15 - 17 - 39 - 56,15,3,$122 Million,Roll
 ,09/09/2016,1 - 34 - 43 - 44 - 63,11,4,$111 Million,Roll
 ,09/06/2016,25 - 37 - 58 - 69 - 75,8,3,$101 Million,Roll
 ,09/02/2016,22 - 28 - 41 - 46 - 60,3,3,$92 Million,Roll
 ,08/30/2016,28 - 32 - 41 - 51 - 71,11,4,$84 Million,Roll
 ,08/26/2016,10 - 11 - 31 - 41 - 44,14,2,$76 Million,Roll
 ,08/23/2016,2 - 7 - 46 - 61 - 66,1,2,$69 Million,Roll
 ,08/19/2016,22 - 37 - 45 - 65 - 73,13,5,$61 Million,Roll
 ,08/16/2016,2 - 43 - 52 - 62 - 63,6,5,$52 Million,Roll
 ,08/12/2016,4 - 41 - 44 - 56 - 69,10,4,$45 Million,Roll
 ,08/09/2016,12 - 19 - 20 - 44 - 66,1,5,$38 Million,Roll
 ,08/05/2016,5 - 18 - 28 - 54 - 74,6,4,$30 Million,Roll
 ,08/02/2016,3 - 12 - 36 - 54 - 70,12,5,$25 Million,Roll
 ,07/29/2016,11 - 16 - 19 - 31 - 48,4,5,$20 Million,Roll
 ,07/26/2016,1 - 4 - 31 - 36 - 54,9,3,$15 Million,Roll
 ,07/22/2016,8 - 24 - 25 - 26 - 30,7,4,$15 Million,Out of State Winner
 ,07/19/2016,3 - 34 - 54 - 65 - 66,4,5,$25 Million,Out of State Winner
 ,07/15/2016,16 - 51 - 52 - 56 - 58,4,2,$20 Million,Roll
 ,07/12/2016,6 - 8 - 22 - 46 - 68,4,4,$15 Million,Roll
 ,07/08/2016,8 - 19 - 20 - 55 - 73,5,2,$540 Million,Out of State Winner
 ,07/05/2016,29 - 46 - 53 - 64 - 73,10,5,$454 Million,Roll
 ,07/01/2016,20 - 41 - 42 - 45 - 49,14,2,$415 Million,Roll
 ,06/28/2016,15 - 17 - 20 - 35 - 55,7,2,$390 Million,Roll
 ,06/24/2016,11 - 14 - 54 - 57 - 63,11,5,$363 Million,Roll
 ,06/21/2016,6 - 13 - 21 - 49 - 50,10,5,$333 Million,Roll
 ,06/17/2016,20 - 23 - 30 - 44 - 59,9,5,$310 Million,Roll
 ,06/14/2016,36 - 37 - 38 - 52 - 62,6,5,$293 Million,Roll
 ,06/10/2016,34 - 61 - 66 - 67 - 68,7,5,$280 Million,Roll
 ,06/07/2016,25 - 48 - 51 - 65 - 72,4,4,$260 Million,Roll
 ,06/03/2016,32 - 54 - 65 - 66 - 71,10,3,$251 Million,Roll
 ,05/31/2016,9 - 31 - 34 - 41 - 49,8,5,$235 Million,Roll
 ,05/27/2016,18 - 41 - 50 - 68 - 70,9,3,$218 Million,Roll
 ,05/24/2016,11 - 50 - 51 - 70 - 75,15,4,$203 Million,Roll
 ,05/20/2016,19 - 24 - 26 - 40 - 68,8,2,$187 Million,Roll
 ,05/17/2016,17 - 24 - 27 - 48 - 75,6,3,$174 Million,Roll
 ,05/13/2016,20 - 21 - 38 - 54 - 66,7,4,$161 Million,Roll
 ,05/10/2016,12 - 22 - 46 - 56 - 74,4,3,$150 Million,Roll
 ,05/06/2016,14 - 26 - 27 - 32 - 36,7,4,$138 Million,Roll
 ,05/03/2016,28 - 29 - 33 - 36 - 45,15,5,$128 Million,Roll
 ,04/29/2016,5 - 6 - 37 - 55 - 74,10,5,$118 Million,Roll
 ,04/26/2016,14 - 16 - 17 - 28 - 48,2,2,$108 Million,Roll
 ,04/22/2016,2 - 19 - 21 - 42 - 60,13,5,$97 Million,Roll
 ,04/19/2016,9 - 28 - 40 - 57 - 65,2,5,$89 Million,Roll
 ,04/15/2016,9 - 10 - 34 - 37 - 73,9,5,$80 Million,Roll
 ,04/12/2016,7 - 11 - 59 - 62 - 63,3,5,$72 Million,Roll
 ,04/08/2016,31 - 38 - 52 - 65 - 71,15,3,$65 Million,Roll
 ,04/05/2016,13 - 45 - 52 - 53 - 57,10,5,$57 Million,Roll
 ,04/01/2016,25 - 28 - 33 - 41 - 69,6,2,$50 Million,Roll
 ,03/29/2016,33 - 38 - 40 - 46 - 49,15,5,$43 Million,Roll
 ,03/25/2016,4 - 11 - 12 - 35 - 46,12,2,$35 Million,Roll
 ,03/22/2016,6 - 19 - 34 - 38 - 70,5,5,$30 Million,Roll
 ,03/18/2016,5 - 8 - 57 - 59 - 73,13,5,$25 Million,Roll
 ,03/15/2016,18 - 26 - 30 - 44 - 68,7,4,$20 Million,Roll
 ,03/11/2016,14 - 18 - 48 - 54 - 71,13,4,$15 Million,Roll
 ,03/08/2016,27 - 37 - 54 - 66 - 69,5,5,$157 Million,Out of State Winner
 ,03/04/2016,21 - 26 - 33 - 48 - 73,14,4,$144 Million,Roll
 ,03/01/2016,1 - 29 - 33 - 34 - 55,6,5,$135 Million,Roll
 ,02/26/2016,3 - 15 - 19 - 62 - 74,14,4,$125 Million,Roll
 ,02/23/2016,16 - 32 - 39 - 53 - 57,10,5,$114 Million,Roll
 ,02/19/2016,2 - 27 - 41 - 50 - 75,4,4,$104 Million,Roll
 ,02/16/2016,9 - 31 - 33 - 46 - 64,4,3,$94 Million,Roll
 ,02/12/2016,1 - 7 - 44 - 68 - 73,1,3,$87 Million,Roll
 ,02/09/2016,3 - 42 - 46 - 56 - 71,13,4,$80 Million,Roll
 ,02/05/2016,4 - 6 - 23 - 55 - 75,2,3,$71 Million,Roll
 ,02/02/2016,7 - 13 - 25 - 51 - 70,9,4,$63 Million,Roll
 ,01/29/2016,20 - 28 - 49 - 51 - 52,6,2,$56 Million,Roll
 ,01/26/2016,14 - 27 - 39 - 50 - 69,2,2,$48 Million,Roll
 ,01/22/2016,21 - 25 - 40 - 46 - 56,3,5,$39 Million,Roll
 ,01/19/2016,2 - 17 - 31 - 39 - 47,9,2,$30 Million,Roll
 ,01/15/2016,29 - 41 - 53 - 54 - 70,12,2,$22 Million,Roll
 ,01/12/2016,15 - 27 - 29 - 31 - 48,15,4,$15 Million,Roll
 ,01/08/2016,11 - 39 - 51 - 57 - 75,2,5,$165 Million,Out of State Winner
 ,01/05/2016,1 - 4 - 36 - 48 - 57,13,5,$145 Million,Roll
 ,01/01/2016,7 - 18 - 37 - 38 - 39,9,5,$130 Million,Roll
 ,12/29/2015,20 - 25 - 55 - 62 - 74,7,3,$117 Million,Roll
 ,12/25/2015,15 - 25 - 29 - 44 - 51,4,4,$104 Million,Roll
 ,12/22/2015,11 - 21 - 40 - 50 - 70,15,3,$94 Million,Roll
 ,12/18/2015,6 - 23 - 24 - 28 - 62,7,5,$85 Million,Roll
 ,12/15/2015,18 - 25 - 47 - 51 - 61,5,5,$74 Million,Roll
 ,12/11/2015,14 - 20 - 43 - 54 - 69,5,4,$66 Million,Roll
 ,12/08/2015,7 - 17 - 37 - 49 - 73,15,3,$57 Million,Roll
 ,12/04/2015,26 - 42 - 47 - 61 - 73,6,5,$47 Million,Roll
 ,12/01/2015,5 - 7 - 25 - 50 - 59,12,2,$39 Million,Roll
 ,11/27/2015,16 - 20 - 39 - 56 - 59,12,3,$31 Million,Roll
 ,11/24/2015,2 - 19 - 30 - 38 - 70,8,4,$25 Million,Roll
 ,11/20/2015,9 - 12 - 29 - 37 - 67,15,2,$20 Million,Roll
 ,11/17/2015,12 - 14 - 18 - 24 - 61,10,3,$15 Million,Roll
 ,11/13/2015,17 - 18 - 31 - 35 - 59,9,5,$200 Million,Out of State Winner
 ,11/10/2015,8 - 17 - 20 - 45 - 71,4,4,$180 Million,Roll
 ,11/06/2015,10 - 31 - 35 - 50 - 72,8,3,$164 Million,Roll
 ,11/03/2015,16 - 29 - 44 - 69 - 74,12,5,$144 Million,Roll
 ,10/30/2015,17 - 41 - 51 - 53 - 56,15,5,$129 Million,Roll
 ,10/27/2015,9 - 26 - 27 - 29 - 74,4,3,$117 Million,Roll
 ,10/23/2015,25 - 32 - 37 - 45 - 70,1,5,$105 Million,Roll
 ,10/20/2015,6 - 25 - 35 - 38 - 52,4,4,$93 Million,Roll
 ,10/16/2015,2 - 38 - 48 - 61 - 68,4,3,$84 Million,Roll
 ,10/13/2015,7 - 9 - 24 - 38 - 52,1,5,$75 Million,Roll
 ,10/09/2015,8 - 9 - 21 - 63 - 75,14,4,$65 Million,Roll
 ,10/06/2015,17 - 58 - 63 - 64 - 66,13,3,$55 Million,Roll
 ,10/02/2015,4 - 14 - 29 - 31 - 47,9,2,$47 Million,Roll
 ,09/29/2015,8 - 21 - 30 - 61 - 62,9,3,$39 Million,Roll
 ,09/25/2015,3 - 8 - 38 - 51 - 64,4,5,$31 Million,Roll
 ,09/22/2015,28 - 30 - 38 - 45 - 51,8,5,$25 Million,Roll
 ,09/18/2015,17 - 34 - 35 - 51 - 65,7,3,$20 Million,Roll
 ,09/15/2015,7 - 20 - 35 - 49 - 56,9,4,$15 Million,Roll
 ,09/11/2015,5 - 11 - 31 - 50 - 67,14,2,$106 Million,Out of State Winner
 ,09/08/2015,19 - 20 - 36 - 41 - 46,7,3,$95 Million,Roll
 ,09/04/2015,17 - 21 - 39 - 52 - 57,5,5,$85 Million,Roll
 ,09/01/2015,2 - 5 - 35 - 40 - 54,13,5,$74 Million,Roll
 ,08/28/2015,13 - 35 - 40 - 60 - 68,9,4,$64 Million,Roll
 ,08/25/2015,5 - 44 - 54 - 59 - 63,1,5,$55 Million,Roll
 ,08/21/2015,13 - 15 - 21 - 41 - 72,1,5,$47 Million,Roll
 ,08/18/2015,2 - 7 - 33 - 39 - 53,9,3,$39 Million,Roll
 ,08/14/2015,12 - 15 - 20 - 52 - 71,3,4,$30 Million,Roll
 ,08/11/2015,3 - 8 - 29 - 57 - 68,8,4,$25 Million,Roll
 ,08/07/2015,1 - 38 - 53 - 63 - 66,10,3,$20 Million,Roll
 ,08/04/2015,2 - 19 - 44 - 51 - 57,14,2,$15 Million,Roll
 ,07/31/2015,28 - 32 - 33 - 40 - 46,10,4,$25 Million,Out of State Winner
 ,07/28/2015,8 - 35 - 61 - 68 - 75,15,5,$20 Million,Roll
 ,07/24/2015,10 - 12 - 26 - 60 - 62,13,5,$15 Million,Roll
 ,07/21/2015,20 - 30 - 62 - 65 - 74,1,5,$152 Million,Out of State Winner
 ,07/17/2015,6 - 17 - 30 - 31 - 41,15,3,$140 Million,Roll
 ,07/14/2015,19 - 24 - 30 - 35 - 72,5,3,$123 Million,Roll
 ,07/10/2015,24 - 27 - 45 - 51 - 54,8,3,$106 Million,Roll
 ,07/07/2015,6 - 15 - 16 - 28 - 49,14,3,$96 Million,Roll
 ,07/03/2015,33 - 50 - 64 - 71 - 72,9,4,$84 Million,Roll
 ,06/30/2015,11 - 17 - 34 - 43 - 50,15,4,$74 Million,Roll
 ,06/26/2015,12 - 23 - 33 - 47 - 50,3,5,$64 Million,Roll
 ,06/23/2015,6 - 13 - 38 - 56 - 70,2,5,$52 Million,Roll
 ,06/19/2015,4 - 35 - 36 - 52 - 68,8,3,$44 Million,Roll
 ,06/16/2015,8 - 19 - 26 - 56 - 67,14,2,$35 Million,Roll
 ,06/12/2015,1 - 40 - 42 - 56 - 62,2,5,$26 Million,Roll
 ,06/09/2015,6 - 16 - 17 - 25 - 36,7,5,$20 Million,Roll
 ,06/05/2015,7 - 22 - 27 - 41 - 49,10,4,$15 Million,Roll
 ,06/02/2015,2 - 9 - 11 - 22 - 23,12,4,$253 Million,Out of State Winner
 ,05/29/2015,20 - 27 - 38 - 49 - 66,2,4,$233 Million,Roll
 ,05/26/2015,1 - 39 - 52 - 69 - 72,12,4,$214 Million,Roll
 ,05/22/2015,3 - 14 - 15 - 25 - 48,8,5,$194 Million,Roll
 ,05/19/2015,10 - 12 - 21 - 29 - 65,10,5,$173 Million,Roll
 ,05/15/2015,11 - 17 - 21 - 36 - 74,15,5,$159 Million,Roll
 ,05/12/2015,14 - 30 - 33 - 36 - 44,2,5,$140 Million,Roll
 ,05/08/2015,9 - 21 - 25 - 66 - 72,7,3,$126 Million,Roll
 ,05/05/2015,11 - 21 - 42 - 62 - 71,7,5,$110 Million,Roll
 ,05/01/2015,17 - 18 - 61 - 66 - 74,3,3,$96 Million,Roll
 ,04/28/2015,22 - 27 - 55 - 58 - 63,11,5,$85 Million,Roll
 ,04/24/2015,24 - 25 - 29 - 47 - 67,4,4,$74 Million,Roll
 ,04/21/2015,31 - 33 - 35 - 41 - 69,11,5,$65 Million,Roll
 ,04/17/2015,15 - 18 - 29 - 41 - 50,5,2,$55 Million,Roll
 ,04/14/2015,3 - 7 - 25 - 68 - 71,3,5,$47 Million,Roll
 ,04/10/2015,6 - 11 - 32 - 46 - 68,9,2,$39 Million,Roll
 ,04/07/2015,5 - 15 - 22 - 26 - 64,6,4,$30 Million,Roll
 ,04/03/2015,10 - 36 - 47 - 63 - 74,2,5,$25 Million,Roll
 ,03/31/2015,8 - 26 - 41 - 61 - 73,11,5,$20 Million,Roll
 ,03/27/2015,17 - 21 - 36 - 58 - 70,3,5,$15 Million,Roll
 ,03/24/2015,2 - 23 - 32 - 45 - 55,12,2,$59 Million,Out of State Winner
 ,03/20/2015,7 - 50 - 54 - 61 - 75,7,4,$51 Million,Roll
 ,03/17/2015,11 - 27 - 44 - 45 - 58,3,5,$42 Million,Roll
 ,03/13/2015,8 - 22 - 30 - 42 - 45,3,5,$33 Million,Roll
 ,03/10/2015,10 - 14 - 19 - 30 - 73,14,5,$25 Million,Roll
 ,03/06/2015,30 - 48 - 55 - 68 - 73,5,3,$20 Million,Roll
 ,03/03/2015,9 - 11 - 42 - 44 - 50,3,4,$15 Million,Roll
 ,02/27/2015,7 - 49 - 53 - 60 - 64,4,2,$127 Million,Out of State Winner
 ,02/24/2015,15 - 23 - 26 - 45 - 66,4,3,$112 Million,Roll
 ,02/20/2015,2 - 6 - 8 - 52 - 66,13,3,$100 Million,Roll
 ,02/17/2015,6 - 45 - 50 - 65 - 66,1,5,$88 Million,Roll
 ,02/13/2015,4 - 20 - 44 - 65 - 74,14,3,$74 Million,Roll
 ,02/10/2015,7 - 42 - 53 - 58 - 71,15,2,$61 Million,Roll
 ,02/06/2015,5 - 6 - 17 - 33 - 68,13,3,$49 Million,Roll
 ,02/03/2015,11 - 22 - 25 - 58 - 69,13,5,$40 Million,Roll
 ,01/30/2015,18 - 31 - 39 - 45 - 55,6,5,$32 Million,Roll
 ,01/27/2015,5 - 26 - 27 - 44 - 57,7,3,$25 Million,Roll
 ,01/23/2015,14 - 15 - 32 - 68 - 72,8,2,$20 Million,Roll
 ,01/20/2015,31 - 35 - 56 - 59 - 63,6,5,$15 Million,Roll
 ,01/16/2015,26 - 32 - 44 - 45 - 58,11,3,$270 Million,Out of State Winner
 ,01/13/2015,12 - 20 - 25 - 50 - 51,7,5,$246 Million,Roll
 ,01/09/2015,37 - 49 - 50 - 56 - 57,8,5,$221 Million,Roll
 ,01/06/2015,12 - 20 - 27 - 38 - 75,4,3,$206 Million,Roll
 ,01/02/2015,13 - 15 - 35 - 62 - 74,12,4,$188 Million,Roll
 ,12/30/2014,3 - 7 - 44 - 63 - 67,12,4,$172 Million,Roll
 ,12/26/2014,2 - 5 - 10 - 20 - 38,14,3,$156 Million,Roll
 ,12/23/2014,4 - 10 - 31 - 56 - 66,7,3,$142 Million,Roll
 ,12/19/2014,14 - 18 - 58 - 59 - 68,4,3,$125 Million,Roll
 ,12/16/2014,41 - 58 - 68 - 72 - 73,1,5,$113 Million,Roll
 ,12/12/2014,2 - 31 - 46 - 58 - 65,7,5,$102 Million,Roll
 ,12/09/2014,27 - 45 - 49 - 51 - 52,14,5,$91 Million,Roll
 ,12/05/2014,4 - 5 - 11 - 51 - 59,5,5,$80 Million,Roll
 ,12/02/2014,13 - 18 - 22 - 49 - 62,11,5,$70 Million,Roll
 ,11/28/2014,8 - 26 - 29 - 36 - 47,10,3,$61 Million,Roll
 ,11/25/2014,10 - 11 - 29 - 47 - 56,4,2,$52 Million,Roll
 ,11/21/2014,3 - 12 - 35 - 37 - 63,15,2,$43 Million,Roll
 ,11/18/2014,37 - 39 - 53 - 68 - 75,6,2,$35 Million,Roll
 ,11/14/2014,3 - 49 - 61 - 62 - 68,15,5,$26 Million,Roll
 ,11/11/2014,23 - 25 - 28 - 30 - 75,11,5,$20 Million,Roll
 ,11/07/2014,31 - 35 - 41 - 65 - 66,5,5,$15 Million,Roll
 ,11/04/2014,9 - 15 - 24 - 39 - 41,1,4,$321 Million,Out of State Winner
 ,10/31/2014,11 - 29 - 36 - 58 - 67,15,2,$284 Million,Roll
 ,10/28/2014,3 - 50 - 57 - 58 - 60,11,5,$252 Million,Roll
 ,10/24/2014,2 - 14 - 21 - 28 - 55,3,3,$224 Million,Roll
 ,10/21/2014,5 - 35 - 37 - 41 - 66,11,5,$200 Million,Roll
 ,10/17/2014,21 - 31 - 43 - 56 - 60,12,4,$180 Million,Roll
 ,10/14/2014,11 - 37 - 46 - 64 - 68,15,3,$166 Million,Roll
 ,10/10/2014,2 - 32 - 35 - 50 - 59,3,5,$150 Million,Roll
 ,10/07/2014,16 - 29 - 46 - 48 - 55,2,3,$136 Million,Roll
 ,10/03/2014,3 - 20 - 34 - 58 - 67,6,3,$120 Million,Roll
 ,09/30/2014,3 - 16 - 52 - 54 - 61,6,5,$105 Million,Roll
 ,09/26/2014,17 - 26 - 35 - 46 - 62,9,5,$93 Million,Roll
 ,09/23/2014,21 - 24 - 25 - 40 - 43,12,5,$83 Million,Roll
 ,09/19/2014,16 - 25 - 27 - 29 - 34,2,2,$72 Million,Roll
 ,09/16/2014,25 - 45 - 51 - 53 - 73,2,2,$62 Million,Roll
 ,09/12/2014,18 - 28 - 33 - 36 - 42,7,3,$52 Million,Roll
 ,09/09/2014,25 - 34 - 55 - 70 - 71,1,4,$41 Million,Roll
 ,09/05/2014,7 - 12 - 20 - 24 - 59,7,2,$33 Million,Roll
 ,09/02/2014,1 - 8 - 54 - 69 - 72,1,3,$25 Million,Roll
 ,08/29/2014,3 - 26 - 45 - 58 - 73,12,2,$20 Million,Roll
 ,08/26/2014,29 - 31 - 51 - 60 - 64,1,5,$15 Million,Roll
 ,08/22/2014,5 - 31 - 34 - 41 - 74,3,5,$180 Million,Out of State Winner
 ,08/19/2014,22 - 39 - 56 - 67 - 71,15,4,$160 Million,Roll
 ,08/15/2014,16 - 19 - 28 - 29 - 68,9,2,$144 Million,Roll
 ,08/12/2014,32 - 53 - 60 - 63 - 68,6,4,$128 Million,Roll
 ,08/08/2014,9 - 16 - 61 - 70 - 75,7,5,$115 Million,Roll
 ,08/05/2014,25 - 28 - 36 - 45 - 53,6,5,$100 Million,Roll
 ,08/01/2014,13 - 29 - 34 - 37 - 72,6,5,$87 Million,Roll
 ,07/29/2014,2 - 8 - 16 - 43 - 74,1,4,$77 Million,Roll
 ,07/25/2014,22 - 29 - 33 - 41 - 68,12,5,$67 Million,Roll
 ,07/22/2014,14 - 18 - 22 - 31 - 47,15,3,$58 Million,Roll
 ,07/18/2014,5 - 8 - 59 - 65 - 72,3,3,$50 Million,Roll
 ,07/15/2014,2 - 4 - 17 - 36 - 40,5,2,$41 Million,Roll
 ,07/11/2014,9 - 13 - 30 - 35 - 69,10,5,$32 Million,Roll
 ,07/08/2014,14 - 25 - 27 - 48 - 49,9,5,$25 Million,Roll
 ,07/04/2014,16 - 33 - 39 - 58 - 69,2,5,$20 Million,Roll
 ,07/01/2014,9 - 22 - 38 - 47 - 49,15,3,$15 Million,Roll
 ,06/27/2014,15 - 29 - 31 - 46 - 64,10,3,$33 Million,1
